Date,Reference No.,Customer,Sale Employee,Total (MYR),Rounding (MYR),Sale Total (MYR),Received (MYR),Tax (MYR),Tax Received (MYR),Charge (MYR),Net Received (MYR),Cash (MYR),Card (MYR),Others (MYR),Credit (MYR),Due (MYR),Remark,,Cash (MYR),Card (MYR),Cheque (MYR),Installment (MYR),Others (MYR),FOC (MYR)
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
16/4/2023,IN03362,3cea894e,89003dbd,768,0,768,768,0,0,0,768,0,768,0,0,0,Sale,,0,768,0,0,0,0
16/4/2023,IN03363,3b00fa99,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
16/4/2023,IN03364,4454babd,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
16/4/2023,IN03365,76b1ff31,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
16/4/2023,IN03366,a15deb54,1894d140,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
16/4/2023,IN03367,c6e1f48a,547b42da,136,0,136,136,0,0,0,136,0,136,0,0,0,Sale,,0,136,0,0,0,0
16/4/2023,,e3b0c442,6a777e0f,904,0,904,904,0,0,0,904,0,904,0,0,,,,0,904,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
18/4/2023,IN03368,c7d03ddd,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
18/4/2023,IN03369,e2b86f5f,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
18/4/2023,IN03370,70bb9a0f,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
18/4/2023,IN03371,e662ea95,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
18/4/2023,IN03373,a15deb54,1894d140,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
18/4/2023,IN03374,371d8a2a,1894d140,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
18/4/2023,IN03372,7d5255d1,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
18/4/2023,IN03375,49241555,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
18/4/2023,IN03377,210ea293,547b42da,399,0,399,399,0,0,0,399,0,399,0,0,0,Sale,,0,399,0,0,0,0
18/4/2023,IN03376,89ffb83a,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
18/4/2023,,e3b0c442,6a777e0f,597,0,597,597,0,0,0,597,0,597,0,0,,,,0,597,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
19/4/2023,IN03379,3b00fa99,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
19/4/2023,IN03378,f6619191,1894d140,1388,0,1388,1388,0,0,0,1388,0,1388,0,0,0,Sale,,0,1388,0,0,0,0
19/4/2023,IN03380,4f863abe,547b42da,380,0,380,380,0,0,0,380,380,0,0,0,0,Sale,,380,0,0,0,0,0
19/4/2023,IN03381,3b00fa99,4cf89708,1764,0,1764,1764,0,0,0,1764,0,1764,0,0,0,Sale,,0,1764,0,0,0,0
19/4/2023,IN03382,8605a168,547b42da,840,0,840,840,0,0,0,840,0,840,0,0,0,Sale,,0,840,0,0,0,0
19/4/2023,IN03383,8605a168,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
19/4/2023,,e3b0c442,6a777e0f,4372,0,4372,4372,0,0,0,4372,380,3992,0,0,,,,380,3992,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
20/4/2023,IN03385,e2b86f5f,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
20/4/2023,IN03384,e9bbcf47,4cf89708,878,0,878,878,0,0,0,878,0,878,0,0,0,Sale,,0,878,0,0,0,0
20/4/2023,IN03386,136e5268,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
20/4/2023,IN03387,70bb9a0f,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
20/4/2023,,e3b0c442,6a777e0f,878,0,878,878,0,0,0,878,0,878,0,0,,,,0,878,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
21/4/2023,IN03388,b6f0c2a2,94467b66,130,0,130,130,0,0,0,130,0,130,0,0,0,Sale,,0,130,0,0,0,0
21/4/2023,IN03389,20acb8e6,547b42da,260,0,260,260,0,0,0,260,0,260,0,0,0,Sale,,0,260,0,0,0,0
21/4/2023,IN03390,ce390c57,4cf89708,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
21/4/2023,IN03391,95b3096f,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
21/4/2023,IN03392,0578d0ca,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
21/4/2023,IN03393,70bb9a0f,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
21/4/2023,,e3b0c442,6a777e0f,588,0,588,588,0,0,0,588,0,588,0,0,,,,0,588,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
24/4/2023,IN03394,206ac893,94467b66,1764,0,1764,1764,0,0,0,1764,1764,0,0,0,0,Sale,,1764,0,0,0,0,0
24/4/2023,,e3b0c442,6a777e0f,1764,0,1764,1764,0,0,0,1764,1764,0,0,0,,,,1764,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
25/4/2023,IN03395,bb00952b,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
25/4/2023,IN03397,c0b5f784,547b42da,720,0,720,720,0,0,0,720,0,720,0,0,0,Sale,,0,720,0,0,0,0
25/4/2023,IN03396,6cf03913,547b42da,80.55,0,80.55,80.55,0,0,0,80.55,0,0,80.55,0,0,Sale,,0,0,0,0,80.55,0
25/4/2023,IN03398,b0ab097f,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
25/4/2023,IN03399,fade686c,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
25/4/2023,,e3b0c442,6a777e0f,800.55,0,800.55,800.55,0,0,0,800.55,0,720,80.55,0,,,,0,720,0,0,80.55,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
26/4/2023,IN03400,70bb9a0f,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
26/4/2023,,e3b0c442,6a777e0f,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
27/4/2023,IN03402,5c5a2687,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
27/4/2023,IN03401,95b3096f,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
27/4/2023,,e3b0c442,6a777e0f,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
28/4/2023,IN03404,7e7fd656,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
28/4/2023,IN03403,7e7fd656,4cf89708,2040,0,2040,2040,0,0,0,2040,0,2040,0,0,0,Sale,,0,2040,0,0,0,0
28/4/2023,IN03405,7cd19dac,4cf89708,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
28/4/2023,IN03406,1e8e35d7,4cf89708,1120.6,0,1120.6,1120.6,0,0,0,1120.6,0,1120.6,0,0,0,Sale,,0,1120.6,0,0,0,0
28/4/2023,IN03407,1e8e35d7,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
28/4/2023,IN03408,70bb9a0f,4cf89708,30,0,30,30,0,0,0,30,0,30,0,0,0,Sale,,0,30,0,0,0,0
28/4/2023,IN03409,70bb9a0f,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
28/4/2023,,e3b0c442,6a777e0f,3388.6,0,3388.6,3388.6,0,0,0,3388.6,0,3388.6,0,0,,,,0,3388.6,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
29/4/2023,IN03410,b0ab097f,ef09f226,853,0,853,853,0,0,0,853,0,853,0,0,0,Sale,,0,853,0,0,0,0
29/4/2023,IN03411,5c6ba681,ef09f226,688,0,688,688,0,0,0,688,0,0,688,0,0,Sale,,0,0,0,0,688,0
29/4/2023,,e3b0c442,6a777e0f,1541,0,1541,1541,0,0,0,1541,0,853,688,0,,,,0,853,0,0,688,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
30/4/2023,IN03412,ba304abb,4cf89708,2224,0,2224,2224,0,0,0,2224,0,2224,0,0,0,Sale,,0,2224,0,0,0,0
30/4/2023,IN03413,342c3ab5,4cf89708,508,0,508,508,0,0,0,508,0,0,508,0,0,Sale,,0,0,0,0,508,0
30/4/2023,IN03414,8acee3a1,4cf89708,266,0,266,266,0,0,0,266,0,266,0,0,0,Sale,,0,266,0,0,0,0
30/4/2023,IN03415,4286b737,1894d140,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
30/4/2023,,e3b0c442,6a777e0f,3196,0,3196,3196,0,0,0,3196,0,2688,508,0,,,,0,2688,0,0,508,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
1/5/2023,IN03416,c0b5f784,94467b66,1688,0,1688,1688,0,0,0,1688,0,1688,0,0,0,Sale,,0,1688,0,0,0,0
1/5/2023,IN03417,329705fc,94467b66,688,0,688,688,0,0,0,688,0,0,688,0,0,Sale,,0,0,0,0,688,0
1/5/2023,IN03418,0170f66a,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
1/5/2023,IN03419,5992b0d3,1894d140,320,0,320,320,0,0,0,320,0,320,0,0,0,Sale,,0,320,0,0,0,0
1/5/2023,,e3b0c442,6a777e0f,2696,0,2696,2696,0,0,0,2696,0,2008,688,0,,,,0,2008,0,0,688,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
2/5/2023,IN03420,4454babd,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
2/5/2023,IN03421,30a4b96f,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
2/5/2023,IN03422,ba304abb,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
2/5/2023,IN03424,8acee3a1,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
2/5/2023,IN03425,ba304abb,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
2/5/2023,IN03426,70bb9a0f,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
2/5/2023,IN03427,e662ea95,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
2/5/2023,IN03428,cb493f2b,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
2/5/2023,IN03429,b5e50dc5,89003dbd,856,0,856,856,0,0,0,856,0,856,0,0,0,Sale,,0,856,0,0,0,0
2/5/2023,IN03423,e2b86f5f,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
2/5/2023,,e3b0c442,6a777e0f,856,0,856,856,0,0,0,856,0,856,0,0,,,,0,856,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
3/5/2023,IN03430,b5b73577,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
3/5/2023,IN03431,5d2ab1f8,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
3/5/2023,IN03432,f6619191,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
3/5/2023,IN03433,30a4b96f,4b31d727,1140,0,1140,1140,0,0,0,1140,0,1140,0,0,0,Sale,,0,1140,0,0,0,0
3/5/2023,IN03434,6ae087f4,4cf89708,666,0,666,666,0,0,0,666,0,666,0,0,0,Sale,,0,666,0,0,0,0
3/5/2023,,e3b0c442,6a777e0f,1806,0,1806,1806,0,0,0,1806,0,1806,0,0,,,,0,1806,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
5/5/2023,IN03435,d445bd1c,fb933ef2,348.5,0,348.5,348.5,0,0,0,348.5,0,348.5,0,0,0,Sale,,0,348.5,0,0,0,0
5/5/2023,IN03436,711b5b89,94467b66,260,0,260,260,0,0,0,260,0,260,0,0,0,Sale,,0,260,0,0,0,0
5/5/2023,IN03437,ad27cdc6,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
5/5/2023,IN03438,f0fc695d,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
5/5/2023,IN03439,09400577,4cf89708,220,0,220,220,0,0,0,220,0,220,0,0,0,Sale,,0,220,0,0,0,0
5/5/2023,IN03440,a15deb54,1894d140,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
5/5/2023,IN03441,70bb9a0f,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
5/5/2023,IN03442,e2b86f5f,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
5/5/2023,IN03443,942a1fa5,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
5/5/2023,,e3b0c442,6a777e0f,828.5,0,828.5,828.5,0,0,0,828.5,0,828.5,0,0,,,,0,828.5,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
6/5/2023,IN03444,8690b5ae,547b42da,356.4,0,356.4,356.4,0,0,0,356.4,356.4,0,0,0,0,Sale,,356.4,0,0,0,0,0
6/5/2023,IN03445,a48cbce1,89003dbd,988,0,988,988,0,0,0,988,0,988,0,0,0,Sale,,0,988,0,0,0,0
6/5/2023,IN03446,a15deb54,1894d140,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
6/5/2023,IN03447,e79891a6,1894d140,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
6/5/2023,IN03448,210ea293,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
6/5/2023,IN03449,8acee3a1,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
6/5/2023,IN03450,12620cf2,40612bd7,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
6/5/2023,,e3b0c442,6a777e0f,1542.4,0,1542.4,1542.4,0,0,0,1542.4,356.4,1186,0,0,,,,356.4,1186,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
7/5/2023,IN03451,20ef34d8,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
7/5/2023,IN03453,20feecf3,4cf89708,588,0,588,588,0,0,0,588,588,0,0,0,0,Sale,,588,0,0,0,0,0
7/5/2023,IN03452,76b1ff31,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
7/5/2023,IN03454,20feecf3,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
7/5/2023,,e3b0c442,6a777e0f,588,0,588,588,0,0,0,588,588,0,0,0,,,,588,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
8/5/2023,IN03455,942a1fa5,4cf89708,814,0,814,814,0,0,0,814,0,814,0,0,0,Sale,,0,814,0,0,0,0
8/5/2023,IN03456,f91a2c23,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
8/5/2023,IN03457,547d4053,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
8/5/2023,IN03458,c2d3cdd7,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
8/5/2023,,e3b0c442,6a777e0f,814,0,814,814,0,0,0,814,0,814,0,0,,,,0,814,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
9/5/2023,IN03459,3b00fa99,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
9/5/2023,IN03460,4873cf98,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
9/5/2023,IN03461,ddab74b5,910802fc,145,0,145,145,0,0,0,145,145,0,0,0,0,Sale,,145,0,0,0,0,0
9/5/2023,,e3b0c442,6a777e0f,145,0,145,145,0,0,0,145,145,0,0,0,,,,145,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
10/5/2023,IN03462,7d5255d1,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
10/5/2023,IN03463,210ea293,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
10/5/2023,IN03464,70bb9a0f,1894d140,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
10/5/2023,IN03465,8c36e24c,547b42da,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
10/5/2023,IN03466,3b00fa99,c5f2d4d1,666,0,666,666,0,0,0,666,0,666,0,0,0,Sale,,0,666,0,0,0,0
10/5/2023,IN03467,52973728,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
10/5/2023,IN03468,711b5b89,547b42da,220,0,220,220,0,0,0,220,0,220,0,0,0,Sale,,0,220,0,0,0,0
10/5/2023,,e3b0c442,6a777e0f,1084,0,1084,1084,0,0,0,1084,0,1084,0,0,,,,0,1084,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
11/5/2023,IN03469,7473a81d,547b42da,1048,0,1048,1048,0,0,0,1048,0,0,1048,0,0,Sale,,0,0,0,0,1048,0
11/5/2023,IN03470,c97117bd,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
11/5/2023,IN03471,a15deb54,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
11/5/2023,IN03472,3ca2245b,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
11/5/2023,,e3b0c442,6a777e0f,1048,0,1048,1048,0,0,0,1048,0,0,1048,0,,,,0,0,0,0,1048,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
12/5/2023,IN03474,d445bd1c,fb933ef2,100,0,100,100,0,0,0,100,0,100,0,0,0,Sale,,0,100,0,0,0,0
12/5/2023,IN03473,adde7598,1894d140,412,0,412,412,0,0,0,412,0,412,0,0,0,Sale,,0,412,0,0,0,0
12/5/2023,IN03475,b0ab097f,547b42da,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
12/5/2023,IN03476,fade686c,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
12/5/2023,IN03477,70bb9a0f,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
12/5/2023,IN03479,49241555,547b42da,1288,0,1288,1288,0,0,0,1288,0,1288,0,0,0,Sale,,0,1288,0,0,0,0
12/5/2023,IN03480,1e8e35d7,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
12/5/2023,IN03481,a15deb54,1894d140,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
12/5/2023,IN03482,a38011b6,547b42da,1840,0,1840,1840,0,0,0,1840,0,1840,0,0,0,Sale,,0,1840,0,0,0,0
12/5/2023,IN03483,42c4ba85,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
12/5/2023,IN03484,136e5268,547b42da,968,0,968,968,0,0,0,968,0,968,0,0,0,Sale,,0,968,0,0,0,0
12/5/2023,IN03485,136e5268,547b42da,1886,0,1886,1886,0,0,0,1886,0,1886,0,0,0,Sale,,0,1886,0,0,0,0
12/5/2023,,e3b0c442,6a777e0f,6494,0,6494,6494,0,0,0,6494,0,6494,0,0,,,,0,6494,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
13/5/2023,IN03486,07b2e70e,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
13/5/2023,IN03488,b0cee562,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
13/5/2023,IN03487,a8544cd1,547b42da,208,0,208,208,0,0,0,208,0,208,0,0,0,Sale,,0,208,0,0,0,0
13/5/2023,IN03489,20acb8e6,94467b66,1235,0,1235,1235,0,0,0,1235,0,1235,0,0,0,Sale,,0,1235,0,0,0,0
13/5/2023,IN03490,327ce98b,1894d140,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
13/5/2023,IN03491,4f8b8feb,1894d140,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
13/5/2023,IN03492,e10462ab,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
13/5/2023,IN03493,af2256ea,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
13/5/2023,,e3b0c442,6a777e0f,1443,0,1443,1443,0,0,0,1443,0,1443,0,0,,,,0,1443,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
14/5/2023,IN03494,a8544cd1,547b42da,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
14/5/2023,IN03495,30a4b96f,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
14/5/2023,IN03496,830e7028,547b42da,198,0,198,198,0,0,0,198,0,198,0,0,0,Sale,,0,198,0,0,0,0
14/5/2023,,e3b0c442,6a777e0f,396,0,396,396,0,0,0,396,0,396,0,0,,,,0,396,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
15/5/2023,IN03497,95b3096f,4cf89708,6000,0,6000,6000,0,0,0,6000,0,0,6000,0,0,Sale,,0,0,0,0,6000,0
15/5/2023,IN03498,8c36e24c,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
15/5/2023,IN03499,547d4053,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
15/5/2023,IN03500,64d451f5,4cf89708,1078,0,1078,1078,0,0,0,1078,0,1078,0,0,0,Sale,,0,1078,0,0,0,0
15/5/2023,IN03501,0170f66a,547b42da,168,0,168,168,0,0,0,168,0,168,0,0,0,Sale,,0,168,0,0,0,0
15/5/2023,,e3b0c442,6a777e0f,7246,0,7246,7246,0,0,0,7246,0,1246,6000,0,,,,0,1246,0,0,6000,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
16/5/2023,IN03503,7e7fd656,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
16/5/2023,IN03502,95b3096f,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
16/5/2023,IN03505,64d451f5,4cf89708,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
16/5/2023,IN03506,a15deb54,1894d140,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
16/5/2023,IN03507,e662ea95,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
16/5/2023,IN03504,6ae087f4,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
16/5/2023,IN03508,7d5255d1,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
16/5/2023,IN03509,3795fc10,1894d140,486,0,486,486,0,0,0,486,0,486,0,0,0,Sale,,0,486,0,0,0,0
16/5/2023,IN03510,70bb9a0f,1894d140,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
16/5/2023,,e3b0c442,6a777e0f,486,0,486,486,0,0,0,486,0,486,0,0,,,,0,486,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
17/5/2023,IN03511,dd76ce00,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
17/5/2023,,e3b0c442,6a777e0f,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
18/5/2023,IN03512,a15deb54,1894d140,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
18/5/2023,IN03513,b6e1d81d,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
18/5/2023,IN03514,f49bf655,8b06d196,688,0,688,688,0,0,0,688,0,688,0,0,0,Sale,,0,688,0,0,0,0
18/5/2023,,e3b0c442,6a777e0f,688,0,688,688,0,0,0,688,0,688,0,0,,,,0,688,0,0,0,0
,,e3b0c442,e3b0c442,,,,,,,,,,,,,,,,,,,,,
20/5/2023,IN03515,20feecf3,4cf89708,688,0,688,688,0,0,0,688,0,688,0,0,0,Sale,,0,688,0,0,0,0
20/5/2023,IN03516,20feecf3,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
20/5/2023,IN03517,210ea293,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
20/5/2023,IN03518,da6e5f15,e3b0c442,0,0,0,0,0,0,0,0,0,0,0,0,0,Sale,,0,0,0,0,0,0
20/5/2023,IN03519,20ef34d8,8b06d196,142,0,142,142,0,0,0,142,0,0,142,0,0,Sale,,0,0,0,0,142,0
